areaCode,areaName,areaType,date,cumDailyNsoDeathsByDeathDate,hospitalCases,newCasesBySpecimenDate
E07000041,Exeter,ltla,2020-06-07,,,0
E07000041,Exeter,ltla,2020-06-06,,,0
E07000041,Exeter,ltla,2020-06-05,,,0
E07000041,Exeter,ltla,2020-06-04,,,0
E07000041,Exeter,ltla,2020-06-03,,,1
E07000041,Exeter,ltla,2020-06-02,,,0
E07000041,Exeter,ltla,2020-06-01,,,0
E07000041,Exeter,ltla,2020-05-31,,,1
E07000041,Exeter,ltla,2020-05-30,,,1
E07000041,Exeter,ltla,2020-05-29,,,0
E07000041,Exeter,ltla,2020-05-28,,,0
E07000041,Exeter,ltla,2020-05-27,,,0
E07000041,Exeter,ltla,2020-05-26,,,1
E07000041,Exeter,ltla,2020-05-25,,,0
E07000041,Exeter,ltla,2020-05-24,,,1
E07000041,Exeter,ltla,2020-05-23,,,1
E07000041,Exeter,ltla,2020-05-22,,,3
E07000041,Exeter,ltla,2020-05-21,,,0
E07000041,Exeter,ltla,2020-05-20,,,3
E07000041,Exeter,ltla,2020-05-19,,,2
E07000041,Exeter,ltla,2020-05-18,,,0
E07000041,Exeter,ltla,2020-05-17,,,2
E07000041,Exeter,ltla,2020-05-16,,,0
E07000041,Exeter,ltla,2020-05-15,,,3
E07000041,Exeter,ltla,2020-05-14,,,1
E07000041,Exeter,ltla,2020-05-13,,,6
E07000041,Exeter,ltla,2020-05-12,,,1
E07000041,Exeter,ltla,2020-05-11,,,0
E07000041,Exeter,ltla,2020-05-10,,,1
E07000041,Exeter,ltla,2020-05-09,,,0
E07000041,Exeter,ltla,2020-05-08,,,2
E07000041,Exeter,ltla,2020-05-07,,,3
E07000041,Exeter,ltla,2020-05-06,,,2
E07000041,Exeter,ltla,2020-05-05,,,3
E07000041,Exeter,ltla,2020-05-04,,,2
E07000041,Exeter,ltla,2020-05-03,,,2
E07000041,Exeter,ltla,2020-05-02,,,5
E07000041,Exeter,ltla,2020-05-01,,,5
E07000041,Exeter,ltla,2020-04-30,,,3
E07000041,Exeter,ltla,2020-04-29,,,3
E07000041,Exeter,ltla,2020-04-28,,,3
E07000041,Exeter,ltla,2020-04-27,,,8
E07000041,Exeter,ltla,2020-04-26,,,5
E07000041,Exeter,ltla,2020-04-25,,,3
E07000041,Exeter,ltla,2020-04-24,,,3
E07000041,Exeter,ltla,2020-04-23,,,2
E07000041,Exeter,ltla,2020-04-22,,,3
E07000041,Exeter,ltla,2020-04-21,,,3
E07000041,Exeter,ltla,2020-04-20,,,7
E07000041,Exeter,ltla,2020-04-19,,,1
E07000041,Exeter,ltla,2020-04-18,,,6
E07000041,Exeter,ltla,2020-04-17,,,5
E07000041,Exeter,ltla,2020-04-16,,,5
E07000041,Exeter,ltla,2020-04-15,,,5
E07000041,Exeter,ltla,2020-04-14,,,2
E07000041,Exeter,ltla,2020-04-13,,,7
E07000041,Exeter,ltla,2020-04-12,,,9
E07000041,Exeter,ltla,2020-04-11,,,4
E07000041,Exeter,ltla,2020-04-10,,,5
E07000041,Exeter,ltla,2020-04-09,,,8
E07000041,Exeter,ltla,2020-04-08,,,2
E07000041,Exeter,ltla,2020-04-07,,,11
E07000041,Exeter,ltla,2020-04-06,,,5
E07000041,Exeter,ltla,2020-04-05,,,3
E07000041,Exeter,ltla,2020-04-04,,,4
E07000041,Exeter,ltla,2020-04-03,,,5
E07000041,Exeter,ltla,2020-04-02,,,4
E07000041,Exeter,ltla,2020-04-01,,,9
E07000041,Exeter,ltla,2020-03-31,,,4
E07000041,Exeter,ltla,2020-03-30,,,5
E07000041,Exeter,ltla,2020-03-29,,,2
E07000041,Exeter,ltla,2020-03-28,,,4
E07000041,Exeter,ltla,2020-03-27,,,2
E07000041,Exeter,ltla,2020-03-26,,,2
E07000041,Exeter,ltla,2020-03-25,,,3
E07000041,Exeter,ltla,2020-03-24,,,0
E07000041,Exeter,ltla,2020-03-23,,,2
E07000041,Exeter,ltla,2020-03-22,,,0
E07000041,Exeter,ltla,2020-03-21,,,0
E07000041,Exeter,ltla,2020-03-20,,,2
E07000041,Exeter,ltla,2020-03-19,,,0
E07000041,Exeter,ltla,2020-03-18,,,0
E07000041,Exeter,ltla,2020-03-17,,,0
E07000041,Exeter,ltla,2020-03-16,,,2
E07000041,Exeter,ltla,2020-03-15,,,0
E07000041,Exeter,ltla,2020-03-14,,,1
E07000041,Exeter,ltla,2020-03-13,,,1
E07000041,Exeter,ltla,2020-03-12,,,0
E07000041,Exeter,ltla,2020-03-11,,,0
E07000041,Exeter,ltla,2020-03-10,,,0
E07000041,Exeter,ltla,2020-03-09,,,0
E07000041,Exeter,ltla,2020-03-08,,,0
E07000041,Exeter,ltla,2020-03-07,,,0
E07000041,Exeter,ltla,2020-03-06,,,0
E07000041,Exeter,ltla,2020-03-05,,,0
E07000041,Exeter,ltla,2020-03-04,,,1
E07000041,Exeter,ltla,2020-03-03,,,0
E07000041,Exeter,ltla,2020-03-02,,,1

